Year,LGA_KEY,LGA_DESC,Numerator,Denominator,Indicator,,,,,,,,,,
2010,20110,Alpine (S), NDP , NDP , NDP ,,,,,,,,,,
2010,20260,Ararat (RC), 7 , 146 ,4.9%,,,,,,,,,,
2010,20570,Ballarat (C), 61 ," 1,075 ",5.7%,,,,,,,,,,
2010,20660,Banyule (C), 47 ," 1,140 ",4.2%,,,,,,,,,,
2010,20740,Bass Coast (S), 12 , 313 ,3.7%,,,,,,,,,,
2010,20830,Baw Baw (S), 46 , 676 ,6.8%,,,,,,,,,,
2010,20910,Bayside (C), 21 ," 1,018 ",2.0%,,,,,,,,,,
2010,21010,Benalla (RC), 11 , 142 ,7.4%,,,,,,,,,,
2010,21110,Boroondara (C), 23 ," 1,579 ",1.4%,,,,,,,,,,
2010,21180,Brimbank (C), 103 ," 2,115 ",4.9%,,,,,,,,,,
2010,21270,Buloke (S), NDP , NDP , NDP ,,,,,,,,,,
2010,21370,Campaspe (S), 25 , 470 ,5.4%,,,,,,,,,,
2010,21450,Cardinia (S), 56 , 883 ,6.3%,,,,,,,,,,
2010,21610,Casey (C), 169 ," 3,111 ",5.4%,,,,,,,,,,
2010,21670,Central Goldfields (S), 11 , 119 ,8.8%,,,,,,,,,,
2010,21750,Colac-Otway (S), 13 , 273 ,4.8%,,,,,,,,,,
2010,21830,Corangamite (S), 6 , 179 ,3.3%,,,,,,,,,,
2010,21890,Darebin (C), 41 ," 1,361 ",3.0%,,,,,,,,,,
2010,22110,East Gippsland (S), 19 , 443 ,4.3%,,,,,,,,,,
2010,22170,Frankston (C), 74 ," 1,387 ",5.3%,,,,,,,,,,
2010,22250,Gannawarra (S), 9 , 100 ,9.0%,,,,,,,,,,
2010,22310,Glen Eira (C), 23 ," 1,200 ",1.9%,,,,,,,,,,
2010,22410,Glenelg (S), 11 , 200 ,5.7%,,,,,,,,,,
2010,22490,Golden Plains (S), 11 , 255 ,4.5%,,,,,,,,,,
2010,22620,Greater Bendigo (C), 63 ," 1,027 ",6.2%,,,,,,,,,,
2010,22670,Greater Dandenong (C), 61 ," 1,316 ",4.7%,,,,,,,,,,
2010,22750,Greater Geelong (C), 107 ," 2,104 ",5.1%,,,,,,,,,,
2010,22830,Greater Shepparton (C), 55 , 826 ,6.6%,,,,,,,,,,
2010,22910,Hepburn (S), NDP , NDP ,3.4%,,,,,,,,,,
2010,22980,Hindmarsh (S), NDP , NDP , NDP ,,,,,,,,,,
2010,23110,Hobsons Bay (C), 27 , 733 ,3.7%,,,,,,,,,,
2010,23190,Horsham (RC), 13 , 209 ,6.1%,,,,,,,,,,
2010,23270,Hume (C), 122 ," 2,157 ",5.6%,,,,,,,,,,
2010,23350,Indigo (S), 7 , 156 ,4.5%,,,,,,,,,,
2010,23430,Kingston (C), 48 ," 1,535 ",3.1%,,,,,,,,,,
2010,23670,Knox (C), 57 ," 1,513 ",3.8%,,,,,,,,,,
2010,23810,Latrobe (C), 45 , 558 ,8.1%,,,,,,,,,,
2010,23940,Loddon (S), 11 , 179 ,6.0%,,,,,,,,,,
2010,24130,Macedon Ranges (S), 19 , 654 ,2.9%,,,,,,,,,,
2010,24210,Manningham (C), 28 ," 1,186 ",2.3%,,,,,,,,,,
2010,24250,Mansfield (S), NDP , NDP , NDP ,,,,,,,,,,
2010,24330,Maribyrnong (C), 27 , 653 ,4.2%,,,,,,,,,,
2010,24410,Maroondah (C), 38 ," 1,125 ",3.4%,,,,,,,,,,
2010,24600,Melbourne (C), 17 , 421 ,4.0%,,,,,,,,,,
2010,24650,Melton (S), 62 ," 1,241 ",5.0%,,,,,,,,,,
2010,24780,Mildura (RC), 35 , 601 ,5.8%,,,,,,,,,,
2010,24850,Mitchell (S), 17 , 341 ,5.0%,,,,,,,,,,
2010,24900,Moira (S), 20 , 339 ,6.0%,,,,,,,,,,
2010,24970,Monash (C), 45 ," 1,564 ",2.8%,,,,,,,,,,
2010,25060,Moonee Valley (C), 22 , 841 ,2.6%,,,,,,,,,,
2010,25150,Moorabool (S), 10 , 308 ,3.4%,,,,,,,,,,
2010,25250,Moreland (C), 40 ," 1,287 ",3.1%,,,,,,,,,,
2010,25340,Mornington Peninsula (S), 73 ," 1,559 ",4.7%,,,,,,,,,,
2010,25430,Mount Alexander (S), 8 , 193 ,4.3%,,,,,,,,,,
2010,25490,Moyne (S), 14 , 219 ,6.3%,,,,,,,,,,
2010,25620,Murrindindi (S), 12 , 225 ,5.1%,,,,,,,,,,
2010,25710,Nillumbik (S), 27 , 792 ,3.4%,,,,,,,,,,
2010,25810,Northern Grampians (S), 6 , 120 ,4.8%,,,,,,,,,,
2010,25900,Port Phillip (C), 7 , 504 ,1.3%,,,,,,,,,,
2010,25990,Pyrenees (S), 10 , 130 ,7.8%,,,,,,,,,,
2010,26080,Queenscliffe (B), NDP , NDP , NDP ,,,,,,,,,,
2010,26170,South Gippsland (S), 14 , 317 ,4.4%,,,,,,,,,,
2010,26260,Southern Grampians (S), 14 , 194 ,7.2%,,,,,,,,,,
2010,26350,Stonnington (C), 8 , 542 ,1.4%,,,,,,,,,,
2010,26430,Strathbogie (S), 6 , 97 ,6.2%,,,,,,,,,,
2010,26490,Surf Coast (S), 19 , 587 ,3.2%,,,,,,,,,,
2010,26610,Swan Hill (RC), 8 , 147 ,5.4%,,,,,,,,,,
2010,26670,Towong (S), NDP , NDP , NDP ,,,,,,,,,,
2010,29399,Unincoporated Vic, NDP , NDP , NDP ,,,,,,,,,,
2010,2,Unknown LGA in Victoria, NDP , NDP , NDP ,,,,,,,,,,
2010,26700,Wangaratta (RC), 19 , 326 ,5.8%,,,,,,,,,,
2010,26730,Warrnambool (C), 17 , 402 ,4.2%,,,,,,,,,,
2010,26810,Wellington (S), 37 , 599 ,6.2%,,,,,,,,,,
2010,26890,West Wimmera (S), NDP , NDP , NDP ,,,,,,,,,,
2010,26980,Whitehorse (C), 33 ," 1,725 ",1.9%,,,,,,,,,,
2010,27070,Whittlesea (C), 83 ," 1,743 ",4.8%,,,,,,,,,,
2010,27170,Wodonga (RC), 24 , 451 ,5.3%,,,,,,,,,,
2010,27260,Wyndham (C), 100 ," 1,925 ",5.2%,,,,,,,,,,
2010,27350,Yarra (C), 22 , 554 ,3.9%,,,,,,,,,,
2010,27450,Yarra Ranges (S), 81 ," 1,737 ",4.7%,,,,,,,,,,
2010,27630,Yarriambiack (S), 6 , 74 ,7.4%,,,,,,,,,,
2010,,Victoria- Female, 833 ," 27,130 ",3.1%,,,,,,,,,,
2010,,Victoria- Male," 1,607 "," 28,424 ",5.7%,,,,,,,,,,
2010,,Victoria- Aboriginal, 97 , 882 ,11.0%,,,,,,,,,,
2010,,Victoria- Non-Aboriginal," 2,330 "," 54,410 ",4.3%,,,,,,,,,,
2010,,Victoria- Lives with one parent, 638 ," 7,101 ",9.0%,,,,,,,,,,
2010,,Victoria- Lives with both parents," 1,526 "," 46,380 ",3.3%,,,,,,,,,,
2010,,Victoria- Other living arrangements, 305 ," 3,432 ",8.9%,,,,,,,,,,
2010,,Victoria," 2,469 "," 56,912 ",4.3%,,,,,,,,,,
2011,20110,Alpine (S), NDP , NDP ,3.8%,,,,,,,,,,
2011,20260,Ararat (RC), NDP , NDP , NDP ,,,,,,,,,,
2011,20570,Ballarat (C),62,1115,5.6%,,,,,,,,,,
2011,20660,Banyule (C),32,988,3.2%,,,,,,,,,,
2011,20740,Bass Coast (S),15,336,4.5%,,,,,,,,,,
2011,20830,Baw Baw (S),29,500,5.9%,,,,,,,,,,
2011,20910,Bayside (C),22,1057,2.1%,,,,,,,,,,
2011,21010,Benalla (RC),8,125,6.4%,,,,,,,,,,
2011,21110,Boroondara (C),21,1547,1.3%,,,,,,,,,,
2011,21180,Brimbank (C),93,2031,4.6%,,,,,,,,,,
2011,21270,Buloke (S),8,75,10.4%,,,,,,,,,,
2011,21370,Campaspe (S),34,459,7.4%,,,,,,,,,,
2011,21450,Cardinia (S),55,1046,5.3%,,,,,,,,,,
2011,21610,Casey (C),147,3581,4.1%,,,,,,,,,,
2011,21670,Central Goldfields (S),6,126,4.5%,,,,,,,,,,
2011,21750,Colac-Otway (S),10,240,4.3%,,,,,,,,,,
2011,21830,Corangamite (S),10,219,4.7%,,,,,,,,,,
2011,21890,Darebin (C),43,1322,3.2%,,,,,,,,,,
2011,22110,East Gippsland (S),25,477,5.2%,,,,,,,,,,
2011,22170,Frankston (C),70,1357,5.2%,,,,,,,,,,
2011,22250,Gannawarra (S), NDP , NDP , NDP ,,,,,,,,,,
2011,22310,Glen Eira (C),31,1294,2.4%,,,,,,,,,,
2011,22410,Glenelg (S),7,184,3.9%,,,,,,,,,,
2011,22490,Golden Plains (S),13,260,5.0%,,,,,,,,,,
2011,22620,Greater Bendigo (C),54,1180,4.6%,,,,,,,,,,
2011,22670,Greater Dandenong (C),81,1463,5.5%,,,,,,,,,,
2011,22750,Greater Geelong (C),109,2403,4.5%,,,,,,,,,,
2011,22830,Greater Shepparton (C),41,795,5.2%,,,,,,,,,,
2011,22910,Hepburn (S),6,147,3.9%,,,,,,,,,,
2011,22980,Hindmarsh (S), NDP , NDP , NDP ,,,,,,,,,,
2011,23110,Hobsons Bay (C),33,892,3.7%,,,,,,,,,,
2011,23190,Horsham (RC),13,247,5.2%,,,,,,,,,,
2011,23270,Hume (C),123,2262,5.4%,,,,,,,,,,
2011,23350,Indigo (S), NDP , NDP ,3.5%,,,,,,,,,,
2011,23430,Kingston (C),39,1537,2.5%,,,,,,,,,,
2011,23670,Knox (C),56,1596,3.5%,,,,,,,,,,
2011,23810,Latrobe (C),74,879,8.4%,,,,,,,,,,
2011,23940,Loddon (S), NDP , NDP ,6.2%,,,,,,,,,,
2011,24130,Macedon Ranges (S),19,617,3.1%,,,,,,,,,,
2011,24210,Manningham (C),34,1142,3.0%,,,,,,,,,,
2011,24250,Mansfield (S), NDP , NDP , NDP ,,,,,,,,,,
2011,24330,Maribyrnong (C),22,704,3.1%,,,,,,,,,,
2011,24410,Maroondah (C),35,1123,3.1%,,,,,,,,,,
2011,24600,Melbourne (C),8,334,2.4%,,,,,,,,,,
2011,24650,Melton (S),80,1446,5.6%,,,,,,,,,,
2011,24780,Mildura (RC),38,620,6.1%,,,,,,,,,,
2011,24850,Mitchell (S),14,386,3.7%,,,,,,,,,,
2011,24900,Moira (S),18,310,5.8%,,,,,,,,,,
2011,24970,Monash (C),49,1504,3.2%,,,,,,,,,,
2011,25060,Moonee Valley (C),19,1087,1.7%,,,,,,,,,,
2011,25150,Moorabool (S),19,371,5.2%,,,,,,,,,,
2011,25250,Moreland (C),39,1438,2.7%,,,,,,,,,,
2011,25340,Mornington Peninsula (S),68,1666,4.1%,,,,,,,,,,
2011,25430,Mount Alexander (S),9,184,4.9%,,,,,,,,,,
2011,25490,Moyne (S),9,222,4.3%,,,,,,,,,,
2011,25620,Murrindindi (S), NDP , NDP , NDP ,,,,,,,,,,
2011,25710,Nillumbik (S),17,647,2.7%,,,,,,,,,,
2011,25810,Northern Grampians (S),7,155,4.7%,,,,,,,,,,
2011,25900,Port Phillip (C),8,554,1.4%,,,,,,,,,,
2011,25990,Pyrenees (S),7,76,8.7%,,,,,,,,,,
2011,26080,Queenscliffe (B), NDP , NDP , NDP ,,,,,,,,,,
2011,26170,South Gippsland (S),17,329,5.0%,,,,,,,,,,
2011,26260,Southern Grampians (S),9,167,5.3%,,,,,,,,,,
2011,26350,Stonnington (C),7,591,1.2%,,,,,,,,,,
2011,26430,Strathbogie (S),6,92,6.7%,,,,,,,,,,
2011,26490,Surf Coast (S),7,374,2.0%,,,,,,,,,,
2011,26610,Swan Hill (RC),20,240,8.2%,,,,,,,,,,
2011,26670,Towong (S), NDP , NDP , NDP ,,,,,,,,,,
2011,29399,Unincoporated Vic, NDP , NDP , NDP ,,,,,,,,,,
2011,2,Unknown LGA in Victoria,NDP,NDP,NDP,,,,,,,,,,
2011,26700,Wangaratta (RC),18,332,5.4%,,,,,,,,,,
2011,26730,Warrnambool (C),18,396,4.5%,,,,,,,,,,
2011,26810,Wellington (S),41,550,7.5%,,,,,,,,,,
2011,26890,West Wimmera (S), NDP , NDP ,13.8%,,,,,,,,,,
2011,26980,Whitehorse (C),36,1638,2.2%,,,,,,,,,,
2011,27070,Whittlesea (C),77,2005,3.8%,,,,,,,,,,
2011,27170,Wodonga (RC),25,436,5.6%,,,,,,,,,,
2011,27260,Wyndham (C),108,2170,5.0%,,,,,,,,,,
2011,27350,Yarra (C),8,506,1.6%,,,,,,,,,,
2011,27450,Yarra Ranges (S),71,1746,4.0%,,,,,,,,,,
2011,27630,Yarriambiack (S), NDP , NDP , NDP ,,,,,,,,,,
2011,,Victoria- Female, 825 ," 28,226 ",2.9%,,,,,,,,,,
2011,,Victoria- Male," 1,549 "," 29,228 ",5.3%,,,,,,,,,,
2011,,Victoria- Aboriginal, 94 , 887 ,10.6%,,,,,,,,,,
2011,,Victoria- Non-Aboriginal," 2,268 "," 55,995 ",4.0%,,,,,,,,,,
2011,,Victoria- Lives with one parent, 678 ," 7,415 ",9.1%,,,,,,,,,,
2011,,Victoria- Lives with both parents," 1,440 "," 47,791 ",3.0%,,,,,,,,,,
2011,,Victoria- Other living arrangements, 281 ," 3,758 ",7.5%,,,,,,,,,,
2011,,Victoria," 2,400 "," 58,964 ",4.1%,,,,,,,,,,
2012,20110,Alpine (S), NDP , NDP , NDP ,,,,,,,,,,
2012,20260,Ararat (RC), 8 , 124 ,6.8%,,,,,,,,,,
2012,20570,Ballarat (C), 62 ," 1,246 ",5.0%,,,,,,,,,,
2012,20660,Banyule (C), 33 ," 1,277 ",2.6%,,,,,,,,,,
2012,20740,Bass Coast (S), 16 , 372 ,4.4%,,,,,,,,,,
2012,20830,Baw Baw (S), 33 , 525 ,6.4%,,,,,,,,,,
2012,20910,Bayside (C), 19 ," 1,086 ",1.7%,,,,,,,,,,
2012,21010,Benalla (RC), 17 , 158 ,10.8%,,,,,,,,,,
2012,21110,Boroondara (C), 27 ," 1,586 ",1.7%,,,,,,,,,,
2012,21180,Brimbank (C), 76 ," 2,034 ",3.7%,,,,,,,,,,
2012,21270,Buloke (S), NDP , NDP , NDP ,,,,,,,,,,
2012,21370,Campaspe (S), 25 , 433 ,5.7%,,,,,,,,,,
2012,21450,Cardinia (S), 64 ," 1,187 ",5.4%,,,,,,,,,,
2012,21610,Casey (C), 211 ," 3,857 ",5.5%,,,,,,,,,,
2012,21670,Central Goldfields (S), 13 , 138 ,9.3%,,,,,,,,,,
2012,21750,Colac-Otway (S), 11 , 277 ,4.1%,,,,,,,,,,
2012,21830,Corangamite (S), 13 , 208 ,6.0%,,,,,,,,,,
2012,21890,Darebin (C), 36 ," 1,393 ",2.6%,,,,,,,,,,
2012,22110,East Gippsland (S), 30 , 505 ,5.9%,,,,,,,,,,
2012,22170,Frankston (C), 101 ," 1,513 ",6.7%,,,,,,,,,,
2012,22250,Gannawarra (S), NDP , NDP ,3.4%,,,,,,,,,,
2012,22310,Glen Eira (C), 29 ," 1,310 ",2.2%,,,,,,,,,,
2012,22410,Glenelg (S), 7 , 190 ,3.7%,,,,,,,,,,
2012,22490,Golden Plains (S), 7 , 272 ,2.4%,,,,,,,,,,
2012,22620,Greater Bendigo (C), 77 ," 1,311 ",5.9%,,,,,,,,,,
2012,22670,Greater Dandenong (C), 62 ," 1,477 ",4.2%,,,,,,,,,,
2012,22750,Greater Geelong (C), 117 ," 2,020 ",5.8%,,,,,,,,,,
2012,22830,Greater Shepparton (C), 57 , 924 ,6.2%,,,,,,,,,,
2012,22910,Hepburn (S), NDP , NDP ,3.0%,,,,,,,,,,
2012,22980,Hindmarsh (S), NDP , NDP , NDP ,,,,,,,,,,
2012,23110,Hobsons Bay (C), 26 , 738 ,3.6%,,,,,,,,,,
2012,23190,Horsham (RC), 10 , 246 ,4.0%,,,,,,,,,,
2012,23270,Hume (C), 122 ," 2,212 ",5.5%,,,,,,,,,,
2012,23350,Indigo (S), 10 , 210 ,4.7%,,,,,,,,,,
2012,23430,Kingston (C), 50 ," 1,586 ",3.1%,,,,,,,,,,
2012,23670,Knox (C), 72 ," 1,587 ",4.6%,,,,,,,,,,
2012,23810,Latrobe (C), 68 , 917 ,7.4%,,,,,,,,,,
2012,23940,Loddon (S), NDP , NDP , NDP ,,,,,,,,,,
2012,24130,Macedon Ranges (S), 22 , 646 ,3.4%,,,,,,,,,,
2012,24210,Manningham (C), 33 ," 1,124 ",2.9%,,,,,,,,,,
2012,24250,Mansfield (S), NDP , NDP , NDP ,,,,,,,,,,
2012,24330,Maribyrnong (C), 25 , 678 ,3.7%,,,,,,,,,,
2012,24410,Maroondah (C), 44 ," 1,163 ",3.8%,,,,,,,,,,
2012,24600,Melbourne (C), 7 , 307 ,2.2%,,,,,,,,,,
2012,24650,Melton (S), 78 ," 1,442 ",5.4%,,,,,,,,,,
2012,24780,Mildura (RC), 35 , 710 ,4.9%,,,,,,,,,,
2012,24850,Mitchell (S), 31 , 523 ,5.9%,,,,,,,,,,
2012,24900,Moira (S), 24 , 351 ,6.9%,,,,,,,,,,
2012,24970,Monash (C), 29 ," 1,552 ",1.9%,,,,,,,,,,
2012,25060,Moonee Valley (C), 18 , 713 ,2.5%,,,,,,,,,,
2012,25150,Moorabool (S), 20 , 414 ,4.7%,,,,,,,,,,
2012,25250,Moreland (C), 42 ," 1,358 ",3.1%,,,,,,,,,,
2012,25340,Mornington Peninsula (S), 69 ," 1,713 ",4.0%,,,,,,,,,,
2012,25430,Mount Alexander (S), NDP , NDP ,2.8%,,,,,,,,,,
2012,25490,Moyne (S), 9 , 215 ,4.1%,,,,,,,,,,
2012,25620,Murrindindi (S), 8 , 147 ,5.1%,,,,,,,,,,
2012,25710,Nillumbik (S), 24 , 699 ,3.4%,,,,,,,,,,
2012,25810,Northern Grampians (S), NDP , NDP , NDP ,,,,,,,,,,
2012,25900,Port Phillip (C), 14 , 602 ,2.4%,,,,,,,,,,
2012,25990,Pyrenees (S), NDP , NDP , NDP ,,,,,,,,,,
2012,26080,Queenscliffe (B), NDP , NDP , NDP ,,,,,,,,,,
2012,26170,South Gippsland (S), 13 , 342 ,3.7%,,,,,,,,,,
2012,26260,Southern Grampians (S), 9 , 169 ,5.3%,,,,,,,,,,
2012,26350,Stonnington (C), 9 , 529 ,1.7%,,,,,,,,,,
2012,26430,Strathbogie (S), NDP , NDP , NDP ,,,,,,,,,,
2012,26490,Surf Coast (S), 17 , 300 ,5.8%,,,,,,,,,,
2012,26610,Swan Hill (RC), 16 , 233 ,6.8%,,,,,,,,,,
2012,26670,Towong (S), NDP , NDP , NDP ,,,,,,,,,,
2012,29399,Unincoporated Vic, NDP , NDP , NDP ,,,,,,,,,,
2012,2,Unknown LGA in Victoria,NDP,NDP,NDP,,,,,,,,,,
2012,26700,Wangaratta (RC), 23 , 331 ,6.8%,,,,,,,,,,
2012,26730,Warrnambool (C), 11 , 345 ,3.1%,,,,,,,,,,
2012,26810,Wellington (S), 38 , 520 ,7.3%,,,,,,,,,,
2012,26890,West Wimmera (S), NDP , NDP , NDP ,,,,,,,,,,
2012,26980,Whitehorse (C), 32 ," 1,750 ",1.8%,,,,,,,,,,
2012,27070,Whittlesea (C), 112 ," 2,131 ",5.3%,,,,,,,,,,
2012,27170,Wodonga (RC), 39 , 479 ,8.1%,,,,,,,,,,
2012,27260,Wyndham (C), 118 ," 2,276 ",5.2%,,,,,,,,,,
2012,27350,Yarra (C), 11 , 528 ,2.1%,,,,,,,,,,
2012,27450,Yarra Ranges (S), 80 ," 1,852 ",4.3%,,,,,,,,,,
2012,27630,Yarriambiack (S), NDP , NDP , NDP ,,,,,,,,,,
2012,,Victoria- Female, 864 ," 28,684 ",3.0%,,,,,,,,,,
2012,,Victoria- Male," 1,733 "," 30,011 ",5.8%,,,,,,,,,,
2012,,Victoria- Aboriginal, 115 , 904 ,12.7%,,,,,,,,,,
2012,,Victoria- Non-Aboriginal," 2,471 "," 57,418 ",4.3%,,,,,,,,,,
2012,,Victoria- Lives with one parent, 657 ," 7,526 ",8.7%,,,,,,,,,,
2012,,Victoria- Lives with both parents," 1,649 "," 48,802 ",3.4%,,,,,,,,,,
2012,,Victoria- Other living arrangements, 307 ," 4,144 ",7.4%,,,,,,,,,,
2012,,Victoria," 2,612 "," 60,472 ",4.3%,,,,,,,,,,
2013,20110,Alpine (S), NDP , NDP , NDP ,,,,,,,,,,
2013,20260,Ararat (RC), 6 , 139 ,4.6%,,,,,,,,,,
2013,20570,Ballarat (C), 70 ," 1,205 ",5.8%,,,,,,,,,,
2013,20660,Banyule (C), 23 ," 1,265 ",1.8%,,,,,,,,,,
2013,20740,Bass Coast (S), 20 , 391 ,5.1%,,,,,,,,,,
2013,20830,Baw Baw (S), 36 , 601 ,5.9%,,,,,,,,,,
2013,20910,Bayside (C), 17 ," 1,094 ",1.6%,,,,,,,,,,
2013,21010,Benalla (RC), 9 , 134 ,6.8%,,,,,,,,,,
2013,21110,Boroondara (C), 34 ," 1,624 ",2.1%,,,,,,,,,,
2013,21180,Brimbank (C), 89 ," 2,261 ",4.0%,,,,,,,,,,
2013,21270,Buloke (S), 5 , 83 ,6.1%,,,,,,,,,,
2013,21370,Campaspe (S), 32 , 442 ,7.3%,,,,,,,,,,
2013,21450,Cardinia (S), 88 ," 1,220 ",7.3%,,,,,,,,,,
2013,21610,Casey (C), 193 ," 4,007 ",4.8%,,,,,,,,,,
2013,21670,Central Goldfields (S), 13 , 127 ,10.0%,,,,,,,,,,
2013,21750,Colac-Otway (S), 19 , 233 ,8.2%,,,,,,,,,,
2013,21830,Corangamite (S), 8 , 222 ,3.8%,,,,,,,,,,
2013,21890,Darebin (C), 35 ," 1,392 ",2.5%,,,,,,,,,,
2013,22110,East Gippsland (S), 39 , 488 ,7.9%,,,,,,,,,,
2013,22170,Frankston (C), 91 ," 1,603 ",5.7%,,,,,,,,,,
2013,22250,Gannawarra (S), 10 , 129 ,7.7%,,,,,,,,,,
2013,22310,Glen Eira (C), 23 ," 1,404 ",1.7%,,,,,,,,,,
2013,22410,Glenelg (S), 8 , 177 ,4.8%,,,,,,,,,,
2013,22490,Golden Plains (S), 12 , 258 ,4.6%,,,,,,,,,,
2013,22620,Greater Bendigo (C), 90 ," 1,306 ",6.9%,,,,,,,,,,
2013,22670,Greater Dandenong (C), 96 ," 1,706 ",5.6%,,,,,,,,,,
2013,22750,Greater Geelong (C), 138 ," 2,526 ",5.4%,,,,,,,,,,
2013,22830,Greater Shepparton (C), 58 , 847 ,6.8%,,,,,,,,,,
2013,22910,Hepburn (S), 10 , 162 ,6.1%,,,,,,,,,,
2013,22980,Hindmarsh (S), NDP , NDP , NDP ,,,,,,,,,,
2013,23110,Hobsons Bay (C), 26 , 966 ,2.7%,,,,,,,,,,
2013,23190,Horsham (RC), 8 , 256 ,3.0%,,,,,,,,,,
2013,23270,Hume (C), 133 ," 2,272 ",5.8%,,,,,,,,,,
2013,23350,Indigo (S), 7 , 206 ,3.3%,,,,,,,,,,
2013,23430,Kingston (C), 44 ," 1,670 ",2.7%,,,,,,,,,,
2013,23670,Knox (C), 65 ," 1,563 ",4.1%,,,,,,,,,,
2013,23810,Latrobe (C), 58 , 893 ,6.5%,,,,,,,,,,
2013,23940,Loddon (S), 6 , 89 ,6.5%,,,,,,,,,,
2013,24130,Macedon Ranges (S), 29 , 616 ,4.7%,,,,,,,,,,
2013,24210,Manningham (C), 30 ," 1,202 ",2.5%,,,,,,,,,,
2013,24250,Mansfield (S), 7 , 92 ,7.5%,,,,,,,,,,
2013,24330,Maribyrnong (C), 25 , 777 ,3.3%,,,,,,,,,,
2013,24410,Maroondah (C), 50 ," 1,197 ",4.2%,,,,,,,,,,
2013,24600,Melbourne (C), 9 , 371 ,2.3%,,,,,,,,,,
2013,24650,Melton (S), 95 ," 1,720 ",5.5%,,,,,,,,,,
2013,24780,Mildura (RC), 44 , 695 ,6.3%,,,,,,,,,,
2013,24850,Mitchell (S), 31 , 442 ,7.0%,,,,,,,,,,
2013,24900,Moira (S), 26 , 320 ,8.3%,,,,,,,,,,
2013,24970,Monash (C), 50 ," 1,652 ",3.1%,,,,,,,,,,
2013,25060,Moonee Valley (C), 34 ," 1,050 ",3.2%,,,,,,,,,,
2013,25150,Moorabool (S), 20 , 417 ,4.8%,,,,,,,,,,
2013,25250,Moreland (C), 50 ," 1,497 ",3.4%,,,,,,,,,,
2013,25340,Mornington Peninsula (S), 75 ," 1,782 ",4.2%,,,,,,,,,,
2013,25430,Mount Alexander (S), 8 , 189 ,4.2%,,,,,,,,,,
2013,25490,Moyne (S), 7 , 226 ,3.0%,,,,,,,,,,
2013,25620,Murrindindi (S), 10 , 164 ,5.9%,,,,,,,,,,
2013,25710,Nillumbik (S), 21 , 695 ,3.1%,,,,,,,,,,
2013,25810,Northern Grampians (S), 8 , 115 ,7.4%,,,,,,,,,,
2013,25900,Port Phillip (C), 9 , 681 ,1.3%,,,,,,,,,,
2013,25990,Pyrenees (S), NDP , NDP , NDP ,,,,,,,,,,
2013,26080,Queenscliffe (B), NDP , NDP , NDP ,,,,,,,,,,
2013,26170,South Gippsland (S), 9 , 350 ,2.4%,,,,,,,,,,
2013,26260,Southern Grampians (S), 7 , 206 ,3.3%,,,,,,,,,,
2013,26350,Stonnington (C), 13 , 659 ,2.0%,,,,,,,,,,
2013,26430,Strathbogie (S), NDP , NDP , NDP ,,,,,,,,,,
2013,26490,Surf Coast (S), NDP , NDP ,NDP,,,,,,,,,,
2013,26610,Swan Hill (RC), 12 , 250 ,4.7%,,,,,,,,,,
2013,26670,Towong (S), NDP , NDP , NDP ,,,,,,,,,,
2013,29399,Unincoporated Vic, NDP , NDP , NDP ,,,,,,,,,,
2013,2,Unknown LGA in Victoria, NDP ,NDP, NDP ,,,,,,,,,,
2013,26700,Wangaratta (RC), 14 , 341 ,4.0%,,,,,,,,,,
2013,26730,Warrnambool (C), 17 , 374 ,4.4%,,,,,,,,,,
2013,26810,Wellington (S), 35 , 517 ,6.8%,,,,,,,,,,
2013,26890,West Wimmera (S), NDP , NDP , NDP ,,,,,,,,,,
2013,26980,Whitehorse (C), 50 ," 1,691 ",2.9%,,,,,,,,,,
2013,27070,Whittlesea (C), 92 ," 2,233 ",4.1%,,,,,,,,,,
2013,27170,Wodonga (RC), 42 , 456 ,9.1%,,,,,,,,,,
2013,27260,Wyndham (C), 124 ," 2,671 ",4.6%,,,,,,,,,,
2013,27350,Yarra (C), 11 , 545 ,2.1%,,,,,,,,,,
2013,27450,Yarra Ranges (S), 75 ," 1,809 ",4.1%,,,,,,,,,,
2013,27630,Yarriambiack (S), 6 , 91 ,6.4%,,,,,,,,,,
2013,,Victoria- Female, 964 ," 29,967 ",3.2%,,,,,,,,,,
2013,,Victoria- Male," 1,797 "," 31,592 ",5.7%,,,,,,,,,,
2013,,Victoria- Aboriginal, 119 ," 1,000 ",11.9%,,,,,,,,,,
2013,,Victoria- Non-Aboriginal," 2,634 "," 60,245 ",4.4%,,,,,,,,,,
2013,,Victoria- Lives with one parent, 737 ," 7,741 ",9.5%,,,,,,,,,,
2013,,Victoria- Lives with both parents," 1,727 "," 51,318 ",3.4%,,,,,,,,,,
2013,,Victoria- Other living arrangements, 322 ," 4,866 ",6.6%,,,,,,,,,,
2013,,Victoria," 2,786 "," 63,925 ",4.4%,,,,,,,,,,
2014,20110,Alpine (S),6,110,5.8%,,,,,,,,,,
2014,20260,Ararat (RC),7,108,6.8%,,,,,,,,,,
2014,20570,Ballarat (C),84,1209,6.9%,,,,,,,,,,
2014,20660,Banyule (C),37,1249,3.0%,,,,,,,,,,
2014,20740,Bass Coast (S),25,361,6.9%,,,,,,,,,,
2014,20830,Baw Baw (S),37,522,7.1%,,,,,,,,,,
